entidad,municipio,cabecera,lat,lon,poblacion_total,poblacion_femenina,poblacion_masculina,pob_0_14,pob_15_64,pob_65_mas,grado_escolaridad,pea,pob_lengua_indigena,viviendas_totales,promedio_ocupantes_vivienda,pob_sin_afiliacion_salud
Chihuahua,Maguarichi,Maguarichi,27.8593,-107.99396,1302,681,621,387,775,140,6.41,364,206,723,2.86,61
Chihuahua,Manuel Benavides,Manuel Benavides,29.10739,-103.90782,1178,552,626,199,785,194,6.43,473,5,918,2.51,66
Chihuahua,Matachí,Matachí,28.84323,-107.75465,2742,1328,1414,607,1687,448,7.32,1061,19,1508,2.77,362
Chihuahua,Matamoros,Mariano Matamoros,26.76388,-105.58333,4314,2151,2163,1069,2662,583,8.26,1679,70,2153,3.11,341
Chihuahua,Meoqui,Pedro Meoqui,28.2678,-105.48029,44853,22472,22381,11709,28945,4132,8.78,21211,567,17420,3.23,6752
Chihuahua,Morelos,Morelos,26.67053,-107.67725,7266,3601,3665,2627,4135,504,5.45,2325,2182,2771,3.83,2183
Chihuahua,Moris,Moris,28.14838,-108.52324,4447,2113,2334,1329,2655,437,6.41,1631,152,2038,3.31,1442
Chihuahua,Namiquipa,Santa Ana,29.03245,-107.47117,22712,11322,11390,5700,13802,3201,7.61,10778,227,11141,2.93,3504
Chihuahua,Nonoava,Nonoava,27.47205,-106.73533,2757,1380,1377,746,1666,345,6.82,1003,368,1348,3.28,277
Chihuahua,Nuevo Casas Grandes,Nuevo Casas Grandes,30.41399,-107.9121,65753,33614,32139,17150,43021,5568,9.9,31427,610,25184,3.13,12505
Chihuahua,Ocampo,Basaseachi,28.20129,-108.20945,8127,4017,4110,2728,4833,566,7.19,3265,70,3612,3.42,2044
Chihuahua,Ojinaga,Manuel Ojinaga,29.5645,-104.41566,24534,12341,12193,6262,15764,2493,8.61,11289,101,11727,2.98,3948
Chihuahua,Praxedis G. Guerrero,Praxedis G. Guerrero,31.37207,-106.00539,5111,2512,2599,1314,3194,592,7.61,2028,3,3209,3.03,882
Chihuahua,Riva Palacio,San Andrés,28.54601,-106.50263,7695,3802,3893,2281,4741,673,6.72,3417,89,3121,3.53,886
Chihuahua,Rosales,Santa Cruz de Rosales,28.18694,-105.55444,16776,8361,8415,3965,11018,1777,8.4,7910,185,6959,3.15,2172
Chihuahua,Rosario,San Javier,27.21097,-106.34956,2079,997,1082,413,1312,354,6.82,661,25,1091,3.05,334
Chihuahua,San Francisco de Borja,San Francisco de Borja,27.90182,-106.68492,2197,1045,1152,449,1307,441,6.97,882,189,1342,2.74,147
Chihuahua,San Francisco de Conchos,Boquilla de Babisas (La Boquilla de Conchos),27.55001,-105.40525,2696,1295,1401,581,1714,401,8.52,970,29,1422,2.9,125
Chihuahua,San Francisco del Oro,San Francisco del Oro,26.85899,-105.85008,5004,2520,2484,1308,3110,584,9.58,1838,37,2212,3.21,190
Chihuahua,Santa Bárbara,Santa Bárbara,26.8021,-105.8181,11582,5765,5817,3073,7277,1191,9.46,4782,95,4388,3.35,817
Chihuahua,Santa Isabel,Santa Isabel,28.34335,-106.36805,3791,1927,1864,774,2412,605,7.92,1576,62,2523,2.94,386
Chihuahua,Satevó,San Francisco Javier de Satevó,27.95603,-106.1072,3414,1609,1805,654,2086,674,7,1356,73,2139,2.79,282
Chihuahua,Saucillo,Saucillo,28.03267,-105.28803,29862,15034,14828,7466,19135,3261,8.86,12706,167,11575,3.29,4260
Chihuahua,Temósachic,Temósachic,28.95276,-107.82984,5320,2654,2666,1317,3212,791,6.98,2078,336,2862,2.86,700
Chihuahua,Urique,San Rafael,27.48975,-107.89007,17043,8685,8358,5861,9834,1348,5.44,4617,7713,7180,3.56,3111
Chihuahua,Uruachi,Uruachi,27.86792,-108.2152,6512,3224,3288,1993,3903,616,5.86,1255,1291,2884,3.46,1050
Chihuahua,Valle de Zaragoza,Valle de Zaragoza,27.45713,-105.81099,4775,2356,2419,1137,2835,803,7.12,2098,58,2914,2.87,552
Ciudad de México,Azcapotzalco,Azcapotzalco,19.4841,-99.18436,432205,227255,204950,70366,306611,54863,11.91,239069,3208,149381,3.21,90370
Ciudad de México,Benito Juárez,Benito Juárez,19.37199,-99.15785,434153,232032,202121,51243,321279,61593,14.55,276919,3540,199993,2.46,87197
Ciudad de México,Coyoacán,Coyoacán,19.35021,-99.16215,614447,325337,289110,91327,432544,90448,12.51,340527,7728,208024,3.2,160961
Ciudad de México,Cuajimalpa de Morelos,Cuajimalpa de Morelos,19.35735,-99.29979,217686,113537,104149,45307,155503,16760,11.44,119508,2046,65831,3.6,52803
Ciudad de México,Cuauhtémoc,Cuauhtémoc,19.44165,-99.15188,545884,284933,260951,83469,398058,64291,12.41,337364,9062,227906,2.75,153800
Ciudad de México,Gustavo A. Madero,Gustavo A. Madero,19.48295,-99.11347,1173351,609477,563874,212345,819397,141375,11.11,618184,14196,370297,3.42,300902
Ciudad de México,Iztacalco,Iztacalco,19.3959,-99.09761,404695,212343,192352,69312,286131,49074,11.52,224915,4412,130175,3.43,110116
Ciudad de México,Iztapalapa,Iztapalapa,19.359,-99.09262,1835486,947835,887651,366835,1293944,174312,10.42,984791,28716,537596,3.61,594796
Ciudad de México,La Magdalena Contreras,La Magdalena Contreras,19.3049,-99.24152,247622,129335,118287,47378,174135,26066,10.84,132898,2890,71545,3.62,68100
Ciudad de México,Miguel Hidalgo,Miguel Hidalgo,19.40727,-99.19075,414470,219003,195467,62495,295866,50183,13.11,244498,3593,168191,2.81,79709
Ciudad de México,Milpa Alta,San Antonio Tecómitl,19.21754,-98.99372,152685,78314,74371,36311,105619,10741,9.95,83292,4891,44823,3.9,46029
Ciudad de México,Tlalpan,Tlalpan,19.28828,-99.16713,699928,365051,334877,129152,496189,74056,11.5,385373,11884,224761,3.44,201070
Ciudad de México,Tláhuac,Tláhuac,19.27057,-99.00485,392313,202123,190190,84051,278514,29603,10.53,206502,4862,118983,3.67,106993
Ciudad de México,Venustiano Carranza,Venustiano Carranza,19.41926,-99.1137,443704,233586,210118,78081,310974,54234,11.46,247472,4971,151569,3.26,125162
Ciudad de México,Xochimilco,Xochimilco,19.26346,-99.10491,442178,226726,215452,89049,312227,40693,10.84,235784,10662,131035,3.74,137441
Ciudad de México,Álvaro Obregón,Álvaro Obregón,19.39081,-99.19541,759137,398130,361007,136052,538449,83813,11.28,422861,8492,236129,3.45,187340
Coahuila,Abasolo,Abasolo,27.18194,-101.42639,1022,487,535,208,643,171,8.94,437,1,696,2.82,438
Coahuila,Acuña,Ciudad Acuña,29.33001,-100.97826,163058,81115,81943,45621,109827,7387,9.4,82890,434,56926,3.45,31769
Coahuila,Allende,Allende,28.34722,-100.85417,23056,11610,11446,6310,14933,1813,9.47,9716,12,8907,3.36,5306
Coahuila,Arteaga,Arteaga,25.45062,-100.84962,29578,14623,14955,8074,19186,2308,9.82,13734,62,14621,3.42,8331
Coahuila,Candela,Candela,26.84028,-100.66389,1643,800,843,457,975,211,7.74,523,0,1028,3.49,309
Coahuila,Castaños,Castaños,26.78528,-101.43056,29128,14532,14596,8028,18857,2243,9.63,11732,16,10691,3.47,4615
Coahuila,Cuatro Ciénegas,Cuatro Ciénegas de Carranza,26.98686,-102.0671,12715,6350,6365,3676,7819,1218,8.91,5305,12,5275,3.36,2543
Coahuila,Escobedo,Primero de Mayo,27.23648,-101.22452,3047,1518,1529,860,1874,313,8.28,1029,1,1322,3.36,1087
Coahuila,Francisco I. Madero,Francisco I. Madero (Chávez),25.775,-103.27306,59035,29818,29217,16808,37902,4319,9.38,26513,48,20022,3.71,13004
Coahuila,Frontera,Frontera,26.92611,-101.44944,82409,41200,41209,22111,54231,6019,10,36013,52,26600,3.52,13095
Coahuila,General Cepeda,General Cepeda,25.37991,-101.47929,11898,5807,6091,3341,7207,1323,8.41,4896,2,4992,3.49,2367
Coahuila,Guerrero,Guerrero,28.30842,-100.37873,1643,760,883,413,1038,192,7.79,642,10,961,3.13,305
Coahuila,Hidalgo,Hidalgo,27.79168,-99.87605,1735,839,896,590,1016,126,8.12,592,0,787,3.53,906
Coahuila,Jiménez,San Carlos,29.02636,-100.90323,9502,4645,4857,2609,6093,800,7.69,3943,3,4192,3.43,2365
Coahuila,Juárez,Juárez,27.60651,-100.72712,1584,798,786,433,995,156,8.3,603,0,973,3.26,483
Coahuila,Lamadrid,Lamadrid,27.04849,-101.7936,1764,836,928,412,1111,241,8.88,563,1,1021,3.19,237
Coahuila,Matamoros,Matamoros,25.52814,-103.23038,118337,59645,58692,32049,77421,8774,9.16,54126,374,37230,3.78,27593
Coahuila,Monclova,Monclova,26.90124,-101.41722,237951,119893,118058,60186,157411,20161,10.86,108553,220,78416,3.4,37049
Coahuila,Morelos,Morelos,28.4101,-100.88663,7928,3993,3935,2147,5088,693,9.26,3319,2,3299,3.38,1473
Coahuila,Múzquiz,Ciudad Melchor Múzquiz,27.87755,-101.51652,71627,35771,35856,19489,44899,6429,9.16,28901,100,25010,3.47,12051
Coahuila,Nadadores,Nadadores,27.02903,-101.59202,6539,3296,3243,1593,4336,610,9.52,2701,6,2787,3.31,930
Coahuila,Nava,Nava,28.42187,-100.76755,33129,16530,16599,9544,21594,1964,9.27,13071,23,11129,3.53,5678
Coahuila,Ocampo,Ocampo,27.31122,-102.3974,9642,4650,4992,2785,6008,849,8.39,3741,2,4111,3.57,1667
Coahuila,Parras,Parras de la Fuente,25.43738,-102.18417,44472,21938,22534,11762,28556,4103,9.45,21437,68,17265,3.48,9847
Coahuila,Piedras Negras,Piedras Negras,28.70809,-100.52844,176327,87616,88711,47189,118048,10817,10.1,84748,256,62631,3.38,34827
Coahuila,Progreso,San José de Aura,27.58826,-101.37191,3239,1605,1634,837,2008,349,7.9,1028,1,1557,3.24,627
Coahuila,Ramos Arizpe,Ramos Arizpe,25.54323,-100.95078,122243,59521,62722,34157,83352,4644,10.43,60248,414,40038,3.52,19963
Coahuila,Sabinas,Sabinas,27.84889,-101.11999,64811,32574,32237,16685,42616,5462,9.98,29991,86,24744,3.2,10322
Coahuila,Sacramento,Sacramento,27.00444,-101.72504,2471,1229,1242,653,1604,214,9.12,898,0,1035,3.41,628
Coahuila,Saltillo,Saltillo,25.42166,-100.99972,879958,442166,437792,229165,590090,57919,11.02,424011,2174,271428,3.62,142342
Coahuila,San Buenaventura,San Buenaventura,27.06026,-101.55003,24759,12484,12275,6301,16154,2277,10.22,10637,20,9640,3.25,3734
Coahuila,San Juan de Sabinas,Nueva Rosita,27.9339,-101.21698,42260,21338,20922,10207,27223,4823,10.04,18526,27,15777,3.22,5142
Coahuila,San Pedro,San Pedro,25.75778,-102.98316,101041,51092,49949,28607,63648,8762,9.02,42920,162,33186,3.79,27472
Coahuila,Sierra Mojada,Hércules,28.04192,-103.78972,6744,3217,3527,2011,4333,400,9.26,2606,9,2629,3.39,831
Coahuila,Torreón,Torreón,25.54175,-103.45306,720848,369095,351753,177805,483827,57889,11.12,358256,906,261544,3.34,158116
Coahuila,Viesca,Viesca,25.34361,-102.80635,20305,10075,10230,5713,12708,1843,7.98,7991,11,6880,3.77,5651
Coahuila,Villa Unión,Villa Unión,28.2205,-100.72516,6188,3058,3130,1759,3876,553,8.52,2391,2,2917,3.4,1702
Coahuila,Zaragoza,Zaragoza,28.48704,-100.91762,13135,6578,6557,3685,8238,1212,8.59,5704,10,5781,3.29,2568
Colima,Armería,Ciudad de Armería,18.93707,-103.965,27626,13686,13940,7151,17625,2829,7.77,14643,102,11236,3.35,2713
Colima,Colima,Colima,19.24292,-103.72812,157048,80893,76155,33125,105685,17714,10.83,82323,650,65375,3.08,27906
Colima,Comala,Comala,19.3232,-103.7588,21661,10768,10893,4969,14256,2341,9.09,11501,67,8056,3.43,4196
Colima,Coquimatlán,Coquimatlán,19.20141,-103.81092,20837,10353,10484,5067,13666,2090,8.48,10648,205,7954,3.36,4034
Colima,Cuauhtémoc,Quesería,19.38695,-103.57368,31267,15538,15729,7083,20637,3483,9.22,15471,1119,11645,3.35,4754
Colima,Ixtlahuacán,Ixtlahuacán,19.00118,-103.73859,5623,2736,2887,1271,3684,668,8.01,2725,15,2418,3.28,295
Colima,Manzanillo,Manzanillo,19.05321,-104.31638,191031,95914,95117,46527,131002,12994,10.11,101496,900,76583,3.19,30556
Colima,Minatitlán,Minatitlán,19.38611,-104.04964,10231,4997,5234,2795,6480,835,8.85,4816,22,3753,3.51,896
Colima,Tecomán,Tecomán,18.9106,-103.87379,116305,58476,57829,31268,76039,8838,8.22,60928,1726,40114,3.52,20632
Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,19.26478,-103.73676,149762,77408,72354,33907,105436,9970,11.56,82091,404,61844,3.05,27092
Durango,Canatlán,Canatlán,24.52726,-104.77837,31454,15803,15651,8369,19742,3328,9.23,13069,76,11723,3.56,8386
Durango,Canelas,Canelas,25.12297,-106.54563,4321,2111,2210,1436,2571,314,6.44,1198,1,1684,3.7,777
Durango,Coneto de Comonfort,Nogales,24.97833,-104.72028,4084,2020,2064,1255,2421,397,7.81,1230,6,1665,3.86,654
Durango,Cuencamé,Cuencamé de Ceniceros,24.87094,-103.69846,34955,17440,17515,10084,21610,3195,8.63,15372,30,12922,3.74,9143
Durango,Durango,Victoria de Durango,24.02399,-104.67019,688697,353285,335412,181469,454946,50310,10.74,335483,4426,224232,3.66,173476
Durango,El Oro,Santa María del Oro,25.94932,-105.36487,10384,5201,5183,2591,6302,1491,8.77,4718,47,6229,3.19,1977
Durango,General Simón Bolívar,San José de Zaragoza,25.22707,-103.46793,10038,5057,4981,3024,5883,1127,7.11,3298,1,4021,3.81,2467
Durango,Guadalupe Victoria,Guadalupe Victoria,24.44643,-104.12366,36695,18635,18060,9659,23673,3311,9,15872,56,13775,3.6,15139
Durango,Guanaceví,Guanaceví,25.93166,-105.95443,9869,4716,5153,2907,6003,959,6.94,3876,101,4361,3.41,2895
Durango,Gómez Palacio,Gómez Palacio,25.57011,-103.49642,372750,188213,184537,101901,244327,25962,10.11,171745,353,123433,3.61,78399
Durango,Hidalgo,Revolución (Las Víboras),26.20451,-105.0833,3843,1907,1936,969,2258,616,8.42,1097,14,1957,3.24,549
Durango,Indé,Indé,25.91202,-105.22379,4748,2374,2374,1228,2718,799,7.5,1893,73,2822,3.28,837
Durango,Lerdo,Lerdo,25.53655,-103.52485,163313,82457,80856,43978,107289,11837,9.97,75634,134,54303,3.65,40885
Durango,Mapimí,Bermejillo,25.88974,-103.62446,26932,13462,13470,8708,16108,2079,8.04,10403,45,9307,3.88,7165
Durango,Mezquital,San Francisco del Mezquital,23.47353,-104.39674,48583,24725,23858,21390,25085,2057,6.3,7131,37194,12726,5.07,11349
Durango,Nazas,Nazas,25.22778,-104.1138,12894,6369,6525,3710,7607,1575,8.36,4951,9,5233,3.66,2770
Durango,Nombre de Dios,Nombre de Dios,23.84821,-104.2447,19060,9552,9508,5337,11642,2081,8.54,8033,10,7638,3.6,5722
Durango,Nuevo Ideal,Nuevo Ideal,24.88831,-105.07421,27981,14096,13885,8867,16658,2435,8.19,12177,50,10627,3.76,9424
Durango,Ocampo,Villa las Nieves,26.401,-105.38796,8003,3911,4092,1930,4801,1272,8.63,3139,129,4099,3.02,1148
Durango,Otáez,Otáez,24.69869,-105.99406,4924,2332,2592,1643,2928,353,7.2,1502,0,1749,4.27,1068
Durango,Peñón Blanco,Peñón Blanco,24.79251,-104.03427,11118,5506,5612,3234,6679,1193,8.53,4283,6,4304,3.67,2351
Durango,Poanas,Villa Unión,23.97509,-104.04414,25623,13004,12619,6978,16071,2555,8.7,11035,26,9498,3.74,7588
Durango,Pueblo Nuevo,El Salto,23.77815,-105.36019,51269,25887,25382,17778,30766,2707,8.67,19823,3151,16103,4.23,15352
Durango,Pánuco de Coronado,Francisco I. Madero,24.40102,-104.31926,12656,6353,6303,3237,7898,1484,8.67,5308,6,5315,3.49,4612
Durango,Rodeo,Rodeo,25.18072,-104.56044,12818,6314,6504,3777,7557,1484,8.7,4788,2,5190,3.69,3376
Durango,San Bernardo,San Bernardo,26.00079,-105.52326,2837,1308,1529,628,1633,576,7.38,964,41,1747,2.9,316
Durango,San Dimas,Tayoltita,24.10218,-105.93125,17333,8462,8871,5628,10545,1157,7.8,6701,14,6742,3.81,4497
Durango,San Juan de Guadalupe,San Juan de Guadalupe,24.63085,-102.78205,5251,2630,2621,1464,3098,677,7.2,1995,0,2540,3.56,1303
Durango,San Juan del Río,San Juan del Río del Centauro del Norte,24.77825,-104.45923,12013,6092,5921,3528,7090,1381,8.27,4798,19,4863,3.85,2037
Durango,San Luis del Cordero,San Luis del Cordero,25.41765,-104.27779,2103,1037,1066,595,1234,274,7.63,767,0,1039,3.56,363
Durango,San Pedro del Gallo,San Pedro del Gallo,25.56586,-104.29283,1633,782,851,405,993,235,7.38,616,0,840,3.31,392
Durango,Santa Clara,Santa Clara,24.47544,-103.35722,6727,3373,3354,1951,3920,856,8.08,2410,3,2812,3.57,1390
Durango,Santiago Papasquiaro,Santiago Papasquiaro,25.03908,-105.42095,49207,24260,24947,14074,30918,4206,8.72,21895,162,19868,3.56,13668
Durango,Súchil,Súchil,23.62216,-103.92187,6917,3524,3393,2042,4089,782,8.29,2471,693,2681,3.72,2256
Durango,Tamazula,Tamazula de Victoria,24.97032,-106.9666,26300,12794,13506,9195,15435,1666,7.05,10852,68,8761,4.29,5780
Durango,Tepehuanes,Santa Catarina de Tepehuanes,25.34321,-105.723,11378,5629,5749,3048,6832,1498,7.29,5162,65,6981,3.28,2656
Durango,Tlahualilo,Tlahualilo de Zaragoza,26.10739,-103.43924,21143,10606,10537,6227,12894,1994,8.92,8489,10,7555,3.72,4739
Durango,Topia,Topia,25.20902,-106.5712,9320,4561,4759,3068,5601,651,7.11,3492,21,3018,3.99,3986
Durango,Vicente Guerrero,Vicente Guerrero,23.73111,-103.98778,23476,11996,11480,6592,14804,2068,9.25,10609,200,8612,3.68,10502
Guanajuato,Abasolo,Abasolo,20.4509,-101.52836,92040,47187,44853,25470,58660,7905,7.73,42110,84,27505,4.13,16749
Guanajuato,Acámbaro,Acámbaro,20.03538,-100.71933,108697,56489,52208,26332,68964,13366,8.34,51121,98,45739,3.59,22418
Guanajuato,Apaseo el Alto,Apaseo el Alto,20.45717,-100.62163,63392,32842,30550,17503,40836,5049,7.93,29864,91,22999,3.92,13347
Guanajuato,Apaseo el Grande,Apaseo el Grande,20.54528,-100.68822,117883,60630,57253,30797,75067,6585,8.85,54766,309,40881,3.77,25494
Guanajuato,Atarjea,El Carricillo,21.31518,-99.83323,5296,2713,2583,1494,3078,724,7.23,1903,5,2232,3.39,798
Guanajuato,Celaya,Celaya,20.52152,-100.81357,521169,268124,253045,128188,352485,39655,10.11,262642,1076,180622,3.62,126329
Guanajuato,Comonfort,Comonfort,20.72005,-100.7612,82216,43483,38733,23872,52530,5813,8.17,37053,228,24694,4.21,17324
Guanajuato,Coroneo,Coroneo,20.19861,-100.36444,11083,5813,5270,3103,6869,1111,7.77,4976,20,5070,3.53,1818
Guanajuato,Cortazar,Cortazar,20.48351,-100.96373,97928,50393,47535,24441,65265,8179,8.82,47608,154,31346,3.86,19936
Guanajuato,Cuerámaro,Cuerámaro,20.62648,-101.67039,30857,15990,14867,8483,19326,3045,7.74,13379,30,11338,3.77,6822
Guanajuato,Doctor Mora,Doctor Mora,21.14264,-100.31895,27390,14257,13133,8393,17196,1801,8.06,11632,37,8464,4.05,4634
Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,Dolores Hidalgo Cuna de la Independencia Nacional,21.1592,-100.91724,163038,86327,76711,50255,101578,11040,8.07,76217,915,50340,4.15,38953
Guanajuato,Guanajuato,Guanajuato,21.0161,-101.25362,194500,100462,94038,48637,132066,13669,10.46,95753,281,63114,3.75,27808
Guanajuato,Huanímaro,Huanímaro,20.36827,-101.49687,21128,11137,9991,5710,13156,2260,7.8,8775,11,7390,3.93,2239
Guanajuato,Irapuato,Irapuato,20.6728,-101.34812,592953,302183,290770,153347,396057,43422,9.66,285598,742,179354,3.86,112281
Guanajuato,Jaral del Progreso,Jaral del Progreso,20.37652,-101.06397,38782,19935,18847,10117,24953,3711,8.37,17395,29,13077,3.88,5642
Guanajuato,Jerécuaro,Jerécuaro,20.15003,-100.51053,49517,25903,23614,13863,30402,5252,7.01,21799,29,21773,3.59,7554
Guanajuato,León,León de los Aldama,21.12197,-101.6832,1721215,874542,846673,447739,1160943,108370,9.75,900923,3579,511648,3.9,381804
Guanajuato,Manuel Doblado,Ciudad Manuel Doblado,20.72752,-101.95279,41240,21463,19777,11814,25244,4179,7.2,18933,23,15891,3.69,6870
Guanajuato,Moroleón,Moroleón,20.13187,-101.18921,47261,24559,22702,9717,31757,5787,8.7,25507,13,19856,3.31,10642
Guanajuato,Ocampo,Ocampo,21.64849,-101.47802,26383,12881,13502,7639,16713,2030,7.16,11790,30,8897,4.03,5575
Guanajuato,Pueblo Nuevo,Pueblo Nuevo,20.52596,-101.37085,12403,6482,5921,3270,7814,1298,7.77,5185,13,4511,3.78,2157
Guanajuato,Purísima del Rincón,Purísima de Bustos,21.02958,-101.8781,83842,42508,41334,24761,54183,4642,7.72,43493,160,23696,4.21,18721
Guanajuato,Pénjamo,Pénjamo,20.43179,-101.72504,154960,80543,74417,41718,97767,15431,7.77,69059,107,52573,3.9,29291
Guanajuato,Romita,Romita,20.87121,-101.51712,65766,33513,32253,19334,41331,5100,7.75,27889,94,20510,4.06,8224
Guanajuato,Salamanca,Salamanca,20.56868,-101.19992,273417,141139,132278,65040,183866,24390,9.37,125419,270,93638,3.64,45024
Guanajuato,Salvatierra,Salvatierra,20.21612,-100.88136,94126,48679,45447,22221,60146,11698,8.12,43209,49,38171,3.65,13141
Guanajuato,San Diego de la Unión,San Diego de la Unión,21.46639,-100.87332,41054,21809,19245,12192,25668,3180,7.13,17030,31,13180,4.04,6755
Guanajuato,San Felipe,San Felipe,21.47934,-101.21594,119793,61706,58087,37895,73204,8583,7.69,51773,85,36661,4.27,21092
Guanajuato,San Francisco del Rincón,San Francisco del Rincón,21.01868,-101.85852,130871,66889,63982,36972,84845,8934,8.2,68824,340,38921,4.05,32085
Guanajuato,San José Iturbide,San José Iturbide,21.00082,-100.38572,89558,46139,43419,26788,57664,5074,9.1,42361,186,28189,3.94,17573
Guanajuato,San Luis de la Paz,San Luis de la Paz,21.29882,-100.51513,128536,67884,60652,39152,81174,8126,8.23,56086,2293,38180,4.23,32058
Guanajuato,San Miguel de Allende,San Miguel de Allende,20.90401,-100.71338,174615,91538,83077,47668,112782,14115,8.7,87924,330,61035,3.9,61938
Guanajuato,Santa Catarina,Santa Catarina,21.13988,-100.06691,5723,3030,2693,1690,3482,551,7.69,2219,7,2384,3.69,637
Guanajuato,Santa Cruz de Juventino Rosas,Juventino Rosas,20.6432,-100.99404,82340,43178,39162,23451,52862,6015,7.92,36296,51,23941,4.24,17808
Guanajuato,Santiago Maravatío,Santiago Maravatío,20.17241,-100.99523,6714,3495,3219,1509,4188,1017,7.54,2850,3,3383,3.35,929
Guanajuato,Silao de la Victoria,Silao de la Victoria,20.94445,-101.42622,203556,103483,100073,59511,131586,12390,8.68,93113,247,57175,4.36,29155
Guanajuato,Tarandacuao,Tarandacuao,20.00397,-100.51633,11304,5810,5494,2836,6997,1467,8.05,4809,5,5199,3.54,1942
Guanajuato,Tarimoro,Tarimoro,20.28854,-100.75594,35905,18505,17400,8801,22787,4316,7.57,16362,18,15897,3.52,4384
Guanajuato,Tierra Blanca,Tierra Blanca,21.1,-100.15915,20007,10347,9660,6208,12430,1366,7.97,8364,1513,6623,4.08,4137
Guanajuato,Uriangato,Uriangato,20.14101,-101.17805,61494,31862,29632,13743,41704,6047,8.01,33124,98,22919,3.54,12971
Guanajuato,Valle de Santiago,Valle de Santiago,20.39132,-101.18143,150054,77750,72304,38468,97161,14361,7.99,67924,107,49543,3.93,32044
Guanajuato,Victoria,Victoria,21.21217,-100.21594,21253,11318,9935,6487,12823,1942,8.23,9048,46,7422,3.88,3352
Guanajuato,Villagrán,Villagrán,20.51137,-100.9965,65791,33804,31987,18120,43312,4340,8.94,29425,164,22120,4.01,11017
Guanajuato,Xichú,Xichú,21.29861,-100.05961,11143,5873,5270,3471,6415,1257,6.72,3664,6,4304,3.7,531
Guanajuato,Yuriria,Yuriria,20.21274,-101.13093,68741,35883,32858,17472,42889,8375,7.42,31945,41,30247,3.58,13187
Guerrero,Acapulco de Juárez,Acapulco de Juárez,16.86187,-99.88656,779566,407772,371794,187082,509977,73317,9.87,384977,11802,331319,3.47,217925
Guerrero,Acatepec,Acatepec,17.32522,-98.91033,40197,20657,19540,16399,21998,1800,6.57,13054,36128,12386,4.42,3255
Guerrero,Ahuacuotzingo,Ahuacuotzingo,17.71409,-98.93491,25205,13443,11762,9051,13947,2207,5.27,9210,5141,7971,4.32,4048
